"","ID","mean","sd","0.025quant","0.5quant","0.975quant","mode","kld","day","ara1","ara_name","ara_id","kt","NUTS2_name","n","date","period"
"11",108,0.491509070132783,0.252349472936074,-0.00335013338363476,0.49149160099037,0.986467050163823,0.491456585418081,4.49647458468677e-11,108,1,"Aarau","400100","AG","Northwest",338,2022-05-26,"2"
"12",109,0.438962332435041,0.2574959952671,-0.0660057359465172,0.43894998128235,0.944000231391038,0.438925217163327,4.389779205955e-11,109,1,"Aarau","400100","AG","Northwest",338,2022-05-27,"2"
"13",110,0.376369143069862,0.266481330254187,-0.146242569323884,0.376363517593559,0.899012641647683,0.376352219963902,4.17796791421633e-11,110,1,"Aarau","400100","AG","Northwest",338,2022-05-28,"2"
"14",111,0.313853618489364,0.262021043457456,-0.200030473937474,0.313855804257998,0.827725356520855,0.313860189076819,4.33793845880247e-11,111,1,"Aarau","400100","AG","Northwest",338,2022-05-29,"2"
"15",112,0.273796168111866,0.256855300510876,-0.229958897474967,0.273799731103072,0.77753112048648,0.273806903591784,4.48548186868552e-11,112,1,"Aarau","400100","AG","Northwest",338,2022-05-30,"2"
"16",113,0.230727186942469,0.25439491870607,-0.268208355006492,0.23073311501084,0.72962925152339,0.230745036774261,4.5636800781086e-11,113,1,"Aarau","400100","AG","Northwest",338,2022-05-31,"2"
"17",114,0.187867707865059,0.253008200515647,-0.308354557346718,0.187876205085005,0.684041975618821,0.187893283188858,4.64574996383346e-11,114,1,"Aarau","400100","AG","Northwest",338,2022-06-01,"2"
"18",115,0.106114274488215,0.259522650108058,-0.402923576159999,0.10613636013293,0.615027293954523,0.106180673389295,4.61864632169465e-11,115,1,"Aarau","400100","AG","Northwest",338,2022-06-02,"2"
"19",116,0.0671894283192058,0.260976630342151,-0.444705690581,0.0672138628187846,0.578946438973088,0.0672628881259609,4.70818780987306e-11,116,1,"Aarau","400100","AG","Northwest",338,2022-06-03,"2"
"20",117,0.0337090929298132,0.265072979655984,-0.486232135449792,0.0337378862778412,0.553487556881979,0.0337956383799977,4.73477268426928e-11,117,1,"Aarau","400100","AG","Northwest",338,2022-06-04,"2"
"21",118,-0.00878201519869546,0.276169251043973,-0.550530466417026,-0.00873827168697223,0.532719114034369,-0.00865058295770612,4.63797806202678e-11,118,1,"Aarau","400100","AG","Northwest",338,2022-06-05,"2"
"22",119,-0.0511964140030899,0.275812020977125,-0.592266884478195,-0.0511443348033936,0.489579561582097,-0.0510399793327065,4.81513771361986e-11,119,1,"Aarau","400100","AG","Northwest",338,2022-06-06,"2"
"23",120,-0.0368822450508008,0.271644255652747,-0.569762651722883,-0.0368353917336838,0.495733195705164,-0.0367415263483736,4.87080871326668e-11,120,1,"Aarau","400100","AG","Northwest",338,2022-06-07,"2"
"24",121,-0.0123965315799728,0.272623997360821,-0.547208605454074,-0.0123465547186371,0.522132883603695,-0.0122464604440012,4.80398780211024e-11,121,1,"Aarau","400100","AG","Northwest",338,2022-06-08,"2"
"25",122,0.0852404277768219,0.265738019866907,-0.436014094455854,0.0852721224579911,0.606315685146683,0.0853355986198431,4.69681069011862e-11,122,1,"Aarau","400100","AG","Northwest",338,2022-06-09,"2"
