"","ara_id","total_pop","prop_under_20","prop_over_65","prop_non_ch_eu","pop_dens"
"32","283100",26235,0.211320754716981,0.332761578044597,0.211396988755479,0.000800558576155316
"33","286100",29818,0.272452880810249,0.424441612448856,0.116439734388624,0.000306775405802467
"34","293700",55818,0.219140778960192,0.361926260346125,0.203787308753449,0.000688895336229719
"35","296300",7530,0.29667994687915,0.426029216467464,0.121115537848606,2.56759898639896e-05
"36","297100",15511,0.302237122042421,0.443685126684289,0.120237250983173,0.000151413941152981
"37","3001",7280,0.29271978021978,0.421016483516484,0.0990384615384615,0.000284484749573059
"38","300102",17189,0.269881901215894,0.371516667636279,0.140205945662924,0.000430875290425663
"39","30600",38002,0.258512709857376,0.403241934635019,0.112178306404926,0.000325936922425671
"40","310100",14150,0.309964664310954,0.409752650176678,0.0764664310954064,9.73284242163907e-05
"41","320302",58449,0.210713613577649,0.300005132679772,0.195366901059043,0.00157257032644964
"42","320401",37507,0.20980083717706,0.339616604900419,0.207081344815634,0.00117306815882391
"43","32101",42266,0.276628968911182,0.446576444423414,0.136681966592533,0.000292518853147968
"44","321700",32396,0.259353006544018,0.375262378071367,0.133812816397086,0.000683671071431311
"45","323100",43640,0.26679651695692,0.365879926672777,0.146379468377635,0.000719159822610951
"46","323700",57471,0.249116945937951,0.386855979537506,0.17248699344017,0.000740985023871196
"47","327100",25990,0.27560600230858,0.350327048864948,0.189803770681031,0.000257445184756521
"48","329100",12702,0.262163438828531,0.391198236498189,0.117619272555503,0.000107397698772379
"49","329200",6874,0.311608961303462,0.401076520221123,0.105906313645621,7.20196560187105e-05
"50","333500",28349,0.218561501287523,0.346079226780486,0.153162369043,0.00114663115302102
"51","340200",30996,0.248128790811718,0.351496967350626,0.166021422118983,0.000662011235167743
"52","342500",26892,0.22735385988398,0.326602707124795,0.212777034062175,0.00121825275920922
"53","35100",219445,0.200410125543986,0.308036182186881,0.165239581671945,0.00127870477968088
"54","356101",3503,0.299172138167285,0.583214387667713,0.0468170139880103,1.83528608090862e-05
"55","358201",8150,0.257177914110429,0.493251533742331,0.0798773006134969,7.30663041321404e-05
"56","36200",71347,0.234025256843315,0.386505389154414,0.17511598245196,0.000684744772399736
"57","366101",11481,0.287518508840693,0.45274801846529,0.0976395784339343,7.60195854468377e-05
"58","376201",3586,0.280814277746793,0.513106525376464,0.0697155605131065,1.20317358925431e-05
"59","378802",14964,0.22093023255814,0.452953755680299,0.101844426623897,2.43791407456333e-05
"60","385102",9878,0.239218465276372,0.445333063373152,0.11642032800162,4.91854423238563e-05
"61","387101",3261,0.228457528365532,0.688132474701012,0.127261576203619,1.84569025287318e-05
"62","390101",54729,0.203383946353853,0.336293372800526,0.125162162655996,0.000259376967838575
"63","392101",2095,0.197613365155131,0.497852028639618,0.128400954653938,4.92632566023827e-05
"64","395501",17737,0.248181766927891,0.340474713874951,0.11912950329819,0.000257087894177052
"65","397201",8680,0.287327188940092,0.464746543778802,0.0789170506912442,3.63552212604773e-05
"66","400100",78951,0.247697939228129,0.348013324720396,0.186330762118276,0.000874832524845876
"67","40100",37779,0.252494772227957,0.395140157230207,0.140104290743535,0.000385953753318908
"68","404200",59322,0.213411550520886,0.313812750750143,0.205707831833047,0.00152448663656041
"69","406300",23278,0.244179053183263,0.361027579688977,0.143526076123378,0.000874616032091011
"70","408200",32408,0.254844482843742,0.336521846457665,0.187052579609973,0.000690287879293332
"71","41100",34454,0.251901085505311,0.381407093515992,0.146833459104893,0.000418846636890574
"72","412300",37631,0.238739337248545,0.344768940501183,0.204033908213973,0.000951801414198756
"73","414100",27786,0.27780177067588,0.366803426185849,0.186532786295257,0.000385960669352304
"74","416900",26738,0.281098062682325,0.414802902236517,0.127459047049144,0.000190603935261914
"75","420300",42503,0.265228336823283,0.354916123567748,0.161400371738466,0.00052571949408793
"76","427100",29889,0.263876342467128,0.333366790458028,0.188999297400381,0.000528614069669672
"77","428000",39036,0.256276257813301,0.354570140383236,0.164412337329644,0.000530007817941476
"78","441600",24393,0.295986553519452,0.347394744393884,0.145164596400607,0.000323321146985291
"79","456600",36885,0.255225701504677,0.365839772265148,0.137481360986851,0.000438205623825081
"80","494600",32453,0.281145040520137,0.37309339660432,0.134409761809386,0.000290737716965429
"81","500200",58143,0.247355657602807,0.406463374782863,0.134495984039351,0.000200583647123615
"82","511301",25759,0.255483520322994,0.449241041965915,0.116774719515509,0.000242598468565318
"83","511302",49998,0.201248049921997,0.490859634385375,0.138705548221929,0.00018687981955418
"84","515100",117963,0.219060213795851,0.391419343353424,0.14972491374414,0.000603896507043291
"85","526200",27749,0.243360121085445,0.477566759162492,0.0972287289632059,0.000387693697735833
"86","526800",27170,0.222451232977549,0.470960618329039,0.100073610599926,0.000503356614705969
"87","5301",36372,0.223303640162763,0.296464313207962,0.195287583855713,0.000921678278906256
"88","558600",237785,0.191479698046555,0.229484618457851,0.245364509956473,0.00284164601487176
"89","564200",35979,0.230745712776898,0.317657522443648,0.169988048583896,0.000894365325901049
"90","571100",22461,0.345576777525489,0.359333956635947,0.297983170829438,0.000420857255968733
"91","572100",37094,0.292931471396991,0.31328516741252,0.187119210654014,0.000204072753167681
"92","572400",26279,0.222573157273869,0.258076791354313,0.217588188287226,0.00148519888358142
"93","57600",3938,0.243016759776536,0.578466226510919,0.0972574911122397,2.30845440087215e-05
"94","58400",2417,0.251965246172942,0.596607364501448,0.1650806785271,1.46963502686814e-05
"95","588600",42710,0.225708265043315,0.35527979395926,0.242870522125966,0.000706448847988599
"96","589000",51229,0.238263483573757,0.313923754123641,0.196841632668996,0.000452394780743697
"97","59300",25843,0.233138567503773,0.429864953759238,0.128738923499594,0.000146471730163584
"98","593800",32345,0.222940176225073,0.294048539186891,0.218642757767816,0.00127536109869782
"99","600200",29410,0.23743624617477,0.361985719143149,0.0973818429105746,9.53420917131719e-05
"100","603102",5250,0.314285714285714,0.391809523809524,0.121333333333333,2.03669768180913e-05
"101","605700",4396,0.244767970882621,0.67424931756142,0.0507279344858963,8.52315656471776e-06
"102","613600",36465,0.258357328945564,0.349952008775538,0.119950637597696,0.000123169437349735
"103","624801",32423,0.237855843074361,0.435555007247941,0.147858002035592,0.000345815893833387
"104","626601",43284,0.234174290730986,0.370806764624342,0.143424822105166,0.00037636569098225
"105","630000",5796,0.206349206349206,0.293650793650794,0.111801242236025,2.388919542538e-05
"106","640600",27410,0.257533746807734,0.382415176942722,0.126267785479752,0.000693493083072429
"107","642100",36950,0.212368064952639,0.312151556156969,0.161569688768606,0.000663848063770832
"108","645800",41790,0.207824838478105,0.290117252931323,0.195812395309883,0.000821556739808491
"109","663801",30256,0.212916446324696,0.23701084082496,0.271119777895294,0.000931769443527266
"110","664000",51552,0.249243482309125,0.325612973308504,0.229651613904407,0.00104771115259018
"111","664301",405083,0.182905725493294,0.223998538571108,0.279984595749513,0.0032106777660526
"112","66700",74363,0.281416833640386,0.440541667226981,0.103962992348345,0.000165024046804816
"113","670900",37425,0.286172344689379,0.416325985303941,0.136299265197061,0.000158827604703803
"114","680000",15733,0.297654611326511,0.499459734316405,0.103858132587555,0.000131368428262572
"115","73300",84842,0.216425826831051,0.334174111878551,0.205087103085736,0.000806223739174208
"116","84300",9089,0.296292221366487,0.544834415227198,0.16019364066454,3.95658023402955e-05
"117","8901",44246,0.231365547168106,0.297382814265696,0.203091804908918,0.000670581639000062
"118","94400",127289,0.245190079268436,0.445639450384558,0.0979896141850435,0.000214656242523004
"119","95600",33074,0.321491201548044,0.509251980407571,0.0563887041180383,9.81843157058113e-05
